ID	KO1	KO2	KO3	WT1	WT2	WT3
1419361_at	2263.8	1828.3	1966.7	2113.4	1931.4	1587
1419362_at	165.7	118.9	227.2	197.4	183.1	191.8
1419363_a_at	5781.5	6010.9	5946	6137.6	5675	5745.8
1419364_a_at	96032.5	91686.2	89740	88935.2	93529.4	90057.5
1419365_at	856.9	961.3	903.8	697.2	424.6	668.2
1419366_at	811.2	695	626.3	747.5	917.3	955.9
1419367_at	2776.8	2969.6	2687.1	3181.2	3547.1	3095.7
1419368_a_at	498.7	786.8	497.1	567.9	268.3	340.8
1419369_at	470.7	541.4	403.7	523.7	423.9	442.3
1419370_a_at	3553.2	4212.8	3648.1	4351.2	3430.1	4439.9
1419371_s_at	5496.1	5276.2	5697.4	6325.3	5700.5	5838.9
1419372_at	1530.3	1363.2	1423.4	1570.7	1122.1	1404.5
1419373_at	307.4	377.7	250.6	681.4	501.7	490.3
1419374_at	2782	3276.5	2804.9	3390.4	2833	2919.5
1419375_at	1973.1	2258.1	2140.4	2403.5	2058.8	2439.8
1419376_at	1259.6	1278.5	1259.8	1959.2	1725.4	2473.8
1419377_at	839.8	689.4	779.2	781	842.8	599.3
1419378_a_at	96.4	133.5	261.2	184.7	280.1	170.9
1419379_x_at	135.1	55.9	47.5	109.7	445.7	118.3
1419380_at	539.7	562.9	422.2	681.9	537.8	596.6
1419381_at	471	328.6	425.8	311.6	226.6	294.9
1419382_a_at	1752.9	2046.2	2049.7	1897.9	2054	1588
1419383_at	51.8	120.6	122.7	299.1	165	318.8
1419384_at	1156.9	1424.7	988.6	1043.7	1088.9	894.6
1419385_a_at	4138.4	3761.9	4488.2	5260.7	4394	3859.5
1419386_at	52.3	216.4	26.4	31.3	273.8	232.4
1419387_s_at	339.1	475.4	306.9	494.9	267.9	222
1419388_at	138.4	242	18.4	74.3	69.1	84.4
1419389_at	310.4	139.6	467.7	687.7	343.4	223.4
1419390_at	194.8	26.8	15.1	114.1	85.6	9.6
1419391_at	2507.4	2355.2	2471.5	3219.1	2926.5	3258.1
1419392_at	287.3	245.6	212.3	254.2	249	131.3
1419393_at	27.8	99.2	37.7	63.9	49.2	78.4
1419394_s_at	62612.8	51438.9	57943.7	703.2	942.9	1155.4
1419395_at	10.3	20.7	126.6	128.6	11.5	16.8
1419396_at	1124.5	1549.4	1047.1	1600.2	1312	1129
1419397_at	2064.5	2347.6	2609.4	2655.1	2666.5	3070.2
1419398_a_at	11484.7	12027.3	13344.9	11386.2	13560.3	12421.7
1419399_at	262.2	281.9	389.4	305.5	369.9	371
1419400_at	497.7	353.3	376.3	402.4	343	633.8
1419401_at	790.4	375	787.3	592	687.1	707.3
1419402_at	576	621.7	897.1	791.6	592.3	749
1419403_at	1275.8	1363.9	1258.1	953.5	986.9	978.8
1419404_s_at	754.4	464	775.7	543	453.5	798.8
1419405_at	961.3	902.7	1041	766.2	978.7	1113.3
1419406_a_at	2901.8	2843.6	3815	2589.5	2749.2	2732.9
1419407_at	65.4	43.9	83.7	196.7	259.5	299.9
1419408_at	84.8	52.8	107.6	111.9	7.6	7.5
1419409_at	184.1	489.8	255.6	47483.4	56099	46838.6
1419410_at	664.6	1037.6	465.7	105.2	700.5	321.4
1419411_at	23.3	30.1	16.2	16.1	71.2	18.9
1419412_at	198.8	103.4	114.9	230.8	189.8	229.4
1419413_at	37.1	36	60.1	91.7	193.5	24.6
1419414_at	51.3	56.2	204	375.1	44	65.1
1419415_a_at	3723.5	3999.3	3878.5	3317.4	3933	3065.4
1419416_a_at	1296.8	2062	1577.7	2240.2	1372	934.1
1419417_at	520.3	642.4	814.9	442	998.8	1177.8
1419418_a_at	517	500.6	460.8	526.4	465	244.1
1419419_at	133.7	150	30.4	246.5	94.8	133.8
1419420_at	505.6	452.7	481.3	459.1	401.6	558.8
1419421_at	1886.9	1835.4	1573.9	1992.7	1586.5	2454.8
1419422_at	40.2	209	98.9	41.6	140.6	111.9
1419423_at	174.3	427.5	270.5	231.7	287	115
1419424_at	36	26.7	111.5	131.9	10.9	41.3
1419425_at	55.8	124.1	307.2	231.7	146.9	148.2
1419426_s_at	3060.4	3451.3	2626.5	5811.7	6081.1	5601
1419427_at	224	269.6	159.6	26	54.2	35.8
1419428_a_at	2773.8	2699.4	3049.7	2940.1	2406.7	3205.8
1419429_at	769.1	726.8	841.2	1137.6	833.1	644.4
1419430_at	179.5	561.8	386.4	240.9	45.7	328.9
1419431_at	165.9	206.7	148.7	1053.8	1162.7	880.5
1419432_at	14.2	35.8	4.4	17.7	21.4	23.3
1419433_at	339.2	417.9	599.9	700.9	662.5	587.2
1419434_at	476.4	347.3	232.7	348.1	524.7	440
1419435_at	278.4	537.6	287.2	457.5	512.7	540.9
1419436_at	63.8	2.1	32.4	5.5	0.7	60
1419437_at	71.2	119.1	90	371.2	125	215.1
1419438_at	340.5	121.5	39.4	200	154.5	186.7
1419439_at	1463.1	1470	1139.3	1479.2	1073.1	1305.7
1419440_at	771	592.3	1090.1	1270.7	1138.2	1252.4
1419441_at	85390.3	103444.2	84750.6	93395.9	109484.6	95634.5
1419442_at	4991.2	3934.1	5089.9	4549.2	6171	6961
1419443_at	2521.4	2049.5	2767.1	2122.6	1938.7	2538.2
1419444_at	11337.8	11995.6	11629.2	13090.1	11593.8	11636.4
1419445_s_at	10643.7	10316.7	10759.4	9133.9	9633.9	10416.2
1419446_at	504.3	368.2	165.8	453.9	355.3	383.7
1419447_s_at	628.1	834.8	556.4	831.5	1017.8	1026.5
1419448_at	157.4	238.2	12.4	316.7	92.3	275.8
1419449_a_at	6716.9	6264.4	7477.8	5517.3	6540	6638
1419450_at	2067.3	1444.3	2106	1829.6	1615.1	1722.2
1419451_at	2615.6	2500.2	2571.6	2912.4	2709.6	2404.8
1419452_at	5384.9	5376.4	6081.6	5850.6	5809.6	5666
1419453_at	357.4	138.4	332.6	298.6	452.8	267.5
1419454_x_at	713.9	709.6	1132.7	759.8	893.8	801.2
1419455_at	2407.2	1883.4	2632.4	3164.1	4008.6	3707.1
1419456_at	987.4	1081.7	1487.6	1264	1314.7	979.3
1419457_at	1017.7	929.8	1133.6	663	1128.9	1396.8
1419458_at	309.2	650.2	306.2	101.9	102.2	386
1419459_a_at	3433.2	3699.7	2745.1	3567	2088.5	2315.3
1419460_at	1481.9	1312.7	1533.9	1363.2	1109.3	1463.2
1419461_at	2061.6	2366	1808.9	2133.9	1848.3	2570.5
1419462_s_at	2853	3045.4	2733.8	3049.1	3151	3404.1
1419463_at	4860.6	4794.2	4908.7	5137.2	3328.5	2208
1419464_at	583.1	313.6	636.8	568.1	804	742.4
1419465_at	1044.4	743.8	1159.4	1234.9	1430.9	1433.5
1419466_at	883.4	712.4	925.2	1172.6	1782.8	1575.3
1419467_at	2598.4	2036.3	2027.6	1892.3	1919.5	2561.2
1419468_at	488.2	261.5	611.8	462.5	743.2	844
1419469_at	3170.7	3229.6	2446.4	3403.4	2541.2	3738.9
1419470_at	4126.7	3545	4461.4	4384.7	5519.2	6059.2
1419471_a_at	3899.2	3026.8	4792.5	3556.9	3877.3	3991.1
1419472_s_at	7254.3	6891.7	8088.5	8841.5	9484.6	7489.1
1419473_a_at	24.3	264.6	133	246.6	155.5	144.1
1419474_a_at	261.3	259.8	194.5	300.5	305.6	145.7
1419475_a_at	273.2	17.3	92.9	544.5	191.8	182.7
1419476_at	109.1	99.9	19.1	182.6	21.7	43.2
1419477_at	246.3	629	149.6	217.7	240.1	162.2
1419478_at	167.2	26.6	12	53.8	129.1	10.4
1419479_at	81.2	40.7	104.4	297.9	159	152.3
1419480_at	203.7	88	142.9	17.8	69.6	136.3
1419481_at	140	379.8	307.2	286.6	222.5	211.9
1419482_at	522.1	92.3	378.9	604.9	447.8	621.8
1419483_at	820.9	877.5	775.2	845.1	885.1	1143.8
1419484_a_at	2029.3	3356.9	2686.9	2913.1	3940.4	3573.6
1419485_at	84.9	101.2	135.7	257.6	133.9	290.1
1419486_at	331.3	421.5	492.8	474.6	356.1	530.6
1419487_at	1946.6	1635	1955.6	2751.2	3092.4	3092.4
1419488_at	520.5	686.1	428.8	416.1	681.6	355.2
1419489_at	126.5	297.7	271.4	194.1	407.9	304.1
1419490_at	213.7	407.5	705.5	456.1	334.3	435.6
1419491_at	13637.6	14441.3	14893	3955.4	5623.2	2903.7
1419492_s_at	9216.6	11698.8	9058.6	3448.6	2302.5	2059.3
1419493_a_at	8604	7756.7	7644.1	7597.5	6157.9	4834
1419494_a_at	4441.7	5603.4	4691.8	4663.6	4319.5	2548.6
1419495_at	882.2	986.2	945.9	783.7	730.2	734
1419496_at	264.1	172.2	156.1	10.9	105.9	99.5
1419497_at	149.3	72.1	20	92.3	307.1	59.6
1419498_at	2132.2	2496.3	1764.6	1507.9	1096.4	1029.1
1419499_at	5068.3	4734.3	4661.8	7289.1	7458	6364.9
1419500_at	171.1	37.3	16.7	70.5	107.6	31.5
1419501_at	460.1	704.1	533.2	372.6	714.4	592.7
1419502_at	562.8	619.4	538	556.1	130.7	525.4
1419503_at	470.4	852.3	612.1	373.5	515.4	396
1419504_at	59.2	105.9	56.7	250.1	25.3	27.4
1419505_a_at	832.2	940.1	815.6	1315.8	718.1	922.2
1419506_at	2738.8	2656.3	2881.1	2060.7	3217.7	3550.6
1419507_at	12.9	19.6	10.4	12.8	14.7	15
1419508_at	1318.5	1059.3	1140.2	654.1	432.9	870
1419509_a_at	4517.7	4341	4504.1	3809.4	3451.7	3575.9
1419510_at	234	22.3	45	43.7	114.4	46.5
1419511_at	34	42.3	16.1	13.5	17.2	20.4
1419512_at	1064.5	873.5	999.7	938.6	1076.4	1033.3
1419513_a_at	3057.4	2634.9	3524.6	3528.8	4314.7	4320.9
1419514_at	290.6	375.6	188.8	204.5	301.4	323.2
1419515_at	333.2	337.9	415.5	479.6	717.6	464.9
1419516_at	2765.4	2629.4	2886.5	3059.5	3022.8	3342.1
1419517_at	18.2	136	42.2	32.3	10.8	31
1419518_at	4854.3	3430.5	2969.3	7208.6	6820.6	4124.3
1419519_at	1402.2	1507.6	1578.6	1542.2	1659.8	1488.4
1419520_at	97.2	148.6	84.3	101.5	115.2	22.1
1419521_at	278.4	295.8	190.1	258.5	245.2	273.7
1419522_at	1436.5	1342.5	951.8	1029.3	1015.5	1241.1
1419523_at	438.2	120.8	388.3	316.6	194	217.5
1419524_at	244.1	200.1	391	39	106.9	194.8
1419525_at	58.8	37.8	107.4	66.1	20.3	17.7
1419526_at	445.8	294.6	240.2	408.1	185	450.2
1419527_at	509.7	308.2	370	280.5	364.2	299.6
1419528_at	14.3	29.6	66.3	9.1	20.5	5.8
1419529_at	475.6	549.6	316.5	444.6	283.4	192.5
1419530_at	69.5	186.9	148.9	321.1	203.9	42.4
1419531_at	159.7	71.6	27	50.6	14.1	78.9
1419532_at	153.9	316.7	264.4	1486.5	2075	1845.4
1419533_at	127.8	325.5	161.2	298.5	139.3	16.4
1419534_at	65.8	180.8	102.2	60.2	162.4	4.5
1419535_at	118.2	23	113.6	71.8	25.2	175.6
1419536_a_at	5003	4937.4	5445.2	4502.1	4455	4559.8
1419537_at	208.2	210.1	278.4	251.9	262.9	187.4
1419538_at	151.3	150.3	182.9	539.3	225.6	178.8
1419539_at	1639.4	1744.5	1612.3	902.1	1589.1	1201.1
1419540_at	24.7	28.9	22.5	25.6	16.5	12
1419541_at	41.8	104.8	62.9	86.1	93.8	157.1
1419542_at	28.7	22.1	100.8	8.3	8.8	9.5
1419543_a_at	12128.6	13023.1	12545.7	13104.4	10692.6	11691.2
1419544_at	4056.2	4617.2	4409.6	4392.3	3495.4	2713.3
1419545_a_at	8191.8	8119.9	8045.2	8077.9	6947.1	8238.5
1419546_at	2342	2364.5	2486	2144.8	2573.7	2485.7
1419547_at	1019.5	925.6	880.2	849.3	809.7	844.8
1419548_at	2381.8	1830.3	2246.6	1538.2	1819.4	1830.9
1419549_at	362.9	32.2	213.8	242	221.9	91.2
1419550_a_at	717.2	484	680.4	768.3	734.1	908.4
1419551_s_at	954.4	1138	1001.2	848	1228	723.7
1419552_at	3268.4	2845.4	3118.8	3730.9	2626.7	2098.5
1419553_a_at	4137.8	5046.1	4450.8	5512.1	4649.4	4741.3
1419554_at	7469.8	6723.9	7740.7	7299.7	9786.6	10471.6
1419555_at	282.2	94.2	35.9	42.7	14.4	9.7
1419556_at	125.5	199.7	40.6	38	276	42.7
1419557_a_at	1864.7	1621.5	1833.3	2068.9	1608.4	1810.1
1419558_at	518	721.6	656	499.3	616.9	644
1419559_at	33.7	185	8.8	14	32.9	155.8
1419560_at	36.7	167.4	31.5	46.4	18.2	30
1419561_at	68.9	28.7	17.9	13.3	288.6	16.6
1419562_at	4429.9	4010.9	3863.4	3319	6736.9	3999.2
1419563_at	568.3	581.5	293.4	606.6	442.5	604.6
1419564_at	851.2	710.9	776.9	528.1	719.1	885.1
1419565_a_at	1058.3	951.7	1230.4	1026.5	1681.7	1236.6
1419566_at	42	224.2	61.3	172.9	111.2	206.8
1419567_at	269.8	286.4	45.3	183.3	269	140.8
1419568_at	1687.7	1951.1	1934.1	1705.4	1029.2	1082.1
1419569_a_at	640.4	503.1	581.7	766.3	599.7	721.4
1419570_at	372.8	109.7	273.6	701.4	450.9	189.2
1419571_at	422	310.4	330.6	650.5	594.6	535.6
1419572_a_at	853.9	1253.9	790	546.8	990.3	875.6
1419573_a_at	75746.9	76503.6	73094.8	85902.8	96198.5	85423.2
1419574_at	1500.8	1431.5	1408.1	1325.5	1270.2	1475.1
1419575_s_at	2426.6	2387.5	1922.2	2215.5	2150.9	1590.9
1419576_at	149.7	63.6	29.2	70.8	21.9	61.1
1419577_at	1994.5	1645.6	2226.2	2409.7	2117.6	1993.8
1419578_at	215.6	79.7	57.6	259.5	58.1	99
1419579_at	95.7	114.5	54.9	58.3	5.3	35.3
1419580_at	47.1	382	146	394.9	416.3	449.8
1419581_at	114	50.7	296.5	341.8	141.9	184.9
1419582_at	11	47	133.4	14.2	110.4	25.1
1419583_at	8576.5	9480.7	9096.3	12354.9	10534.3	9654.4
1419584_at	3129.9	4248.7	3940.9	3130.2	3955.1	4561.3
1419585_at	422.5	93.5	489.6	453.6	165.2	222.2
1419586_at	361.5	368.2	398.7	358.2	257.5	467.6
1419587_s_at	506.3	276	348.5	419.6	301.8	468.5
1419588_at	222.7	171.8	265.7	947.3	1573.9	963
1419589_at	3732.4	4374	5276.9	4412.3	5639.4	5997.2
1419590_at	25.1	119.2	114.4	86.4	23.4	138.4
1419591_at	20013.8	19700.9	18505.6	5338.1	3752.3	3041.7
1419592_at	116	184.5	59.4	197.6	54.5	20.4
1419593_at	59.8	64.5	174.9	42.9	189.8	27.3
1419594_at	1422	737.6	1647.7	911.1	1386.1	909.5
1419595_a_at	7551.2	6053.4	6109.4	11546.1	9699.7	7228.4
1419596_at	62.9	280.1	194.4	132.7	229.7	273.9
1419597_at	323.7	34.3	81.2	489.7	335.6	300.6
1419598_at	1010.2	542.5	608.7	466.1	487.2	562.9
1419599_s_at	971.5	1146	795.2	850.3	795.2	697.9
1419600_at	78.8	155.7	176.4	68.2	258	129.8
1419601_at	182	72.9	194.4	126	117.5	213.4
1419602_at	316.6	546.5	500.2	622.7	247.8	266.2
1419603_at	226.9	183.4	169.8	203.1	66.2	123.4
1419604_at	26.1	46	58.4	25.9	67.2	56.3
1419605_at	735.2	706.4	564.6	825	498.7	647.7
1419606_a_at	7554.6	8041.8	8322.2	13879.5	13524.6	16513.6
1419607_at	118.6	150.4	161.4	83.6	226.1	272.4
1419608_a_at	146.9	50.1	55.1	59.6	200.6	43.2
1419609_at	409.8	269.3	411.5	342	318	457
1419610_at	102.7	11	10.6	45.4	12.5	111.9
1419611_at	295.5	184.5	181.5	283.5	299.9	358.7
1419612_at	1073.9	538.5	240.2	422.2	760.1	1644.1
1419613_at	10437.7	12041.2	11369	11323.2	11899.9	11945.2
1419614_at	294.1	464.6	275.9	301.9	354.5	186.2
1419615_at	282.3	559.2	420.5	197.8	211	139.4
1419616_at	800.2	720.9	801.3	945.3	672	666.9
1419617_at	426.9	53.5	94.3	278	44.7	81.6
1419618_at	44.7	159.3	102.2	1384.2	534.2	489
1419619_at	2103.6	2047.6	1549.4	6274.7	7530.3	6224.7
1419620_at	160.4	622.1	382.8	100.9	659	391
1419621_at	749.8	243.3	431.3	741.5	967.5	1018.2
1419622_at	55	65.3	38	141	9.6	5.5
1419623_at	52.2	264.8	121.1	321.2	180	144.8
1419624_a_at	109.5	169.3	112.5	61.1	124.6	125.7
1419625_at	336.6	53.7	37.2	125	142	74.6
1419626_at	29.3	96.7	8.1	13.2	96.5	7.7
1419627_s_at	630.1	408.6	435.5	241.8	300.4	383.4
1419628_at	478	634.5	71.3	479.1	192.8	363.7
1419629_at	267.4	456.9	394.1	280.3	56.9	94.7
1419630_a_at	1895.3	1970.8	2438.9	1649.6	1279.7	1568.5
1419631_at	619.5	756.7	788.5	562.1	761.1	686.8
1419632_at	111.3	168.8	15.7	58.5	147.3	119.3
1419633_at	15.6	29.7	41.7	22.9	53	16.9
1419634_a_at	211.4	207.9	44	81.7	131.4	224.3
1419635_at	1026.7	1270.5	996.1	1570.3	1253.9	1126.6
1419636_at	1222.5	1560.9	1360.1	1661.7	1629.3	1230.1
1419637_s_at	3998	6522	3841	6126.5	5460.2	3807.2
1419638_at	4470.2	3839.5	4286.9	3961	3344.9	3561.9
1419639_at	7898.8	7543.4	9015.3	6841.4	6806.7	7856.9
1419640_at	4550.5	4558.9	4437.9	4043.1	1531.3	3864
1419641_at	2959.4	2966.8	3369.3	2971.5	2737.1	2894.1
1419642_at	10688.9	10585.7	9856.7	11690.8	7353.1	9234.9
1419643_s_at	42	190	12.5	103.6	15.7	13.2
1419644_at	995.2	1115.1	824.7	1010.8	650	1054.2
1419645_at	4989.7	4771	6090.2	5087.6	6007.8	5702.6
1419646_a_at	803.8	905.7	836.7	722.3	946.8	1257.7
1419647_a_at	3307.4	3235.1	3271.4	3780.1	3513.3	3653.5
1419648_at	3956.7	3075.7	4144.7	3181.5	2897.3	3285
1419649_s_at	11482.6	11844.1	11935.9	12017.8	13095.6	12764.1
1419650_at	8446.3	8937.4	9700.8	8244.3	8907.5	9112.7
1419651_at	269.5	166.5	280.8	280.8	459.5	82.8
1419652_s_at	90.5	114.5	69.2	293.1	417.5	66.1
1419653_a_at	27086.9	25477.4	27474	29117	32314.5	29959.1
1419654_at	1384.4	1620	1254	1146.5	1042.2	1146.1
1419655_at	8189	9077.6	9724.5	6418	6236.4	5671.6
1419656_at	1162.2	1202	890.8	1173.2	1282.4	1455.1
1419657_a_at	4070.8	4008	4306.5	4811.6	5049.7	5489.2
1419658_at	193.6	367.9	190.6	266.2	282.6	202.3
1419659_s_at	6373.6	5253.5	6102.5	8751.8	8220.3	6359.9
1419660_at	2053.8	2219.3	2185.6	2135.5	1850.7	2023.5
1419661_at	298.7	442	244.9	280.8	268.5	237.6
1419662_at	6057.7	7139.7	7194.7	8152.2	5637.1	9013.7
1419663_at	7736.3	6681.9	9463.8	8555.6	9777.4	11530.8
1419664_at	621.8	530.7	568.7	438.2	592.7	744.5
1419665_a_at	8713.4	8277.6	8574.7	6497.5	6859.5	7996.7
1419666_x_at	6488.7	5900.8	6240.3	4627.4	5486.1	6281.8
1419667_at	925.3	1122	1233.4	1448.3	1357.4	1761.7
1419668_at	2622.4	2264.7	2900.9	3086.5	3431.6	4410.4
1419669_at	51.4	189.3	172.3	18.9	43	31.5
1419670_at	314.7	589.5	241.8	58.5	66.6	285.1
1419671_a_at	4214.8	4505.2	4514.8	2662.1	2102.7	1859.7
1419672_at	118.9	112.9	119.9	32.2	23.6	108.7
1419673_at	51.4	23.2	24.2	28.2	45.9	16.6
1419674_a_at	1549.3	1446.6	1672	1746.9	2410	2075.2
1419675_at	600.1	669.9	464.9	697.9	580.9	429.3
1419676_at	194.9	65.6	135	110.1	24.5	32.2
1419677_at	559.5	283.7	521.8	398.4	395.2	500.6
1419678_at	1001.9	1056.9	859.2	1141.2	810.1	893.9
1419679_at	204.3	409.9	33.7	88.2	21.7	192.9
1419680_a_at	1423.6	1842.6	1906.3	1625.8	1534.9	1494.9
1419681_a_at	44.5	78.2	41.5	64.8	141.5	126.6
1419682_a_at	450.7	455.7	517.5	520	449.2	362.1
1419683_at	512.3	220.9	446.8	254.7	335.2	320.1
1419684_at	47	249.9	62.4	65.3	383.7	354.5
1419685_at	1513.6	1044.4	1379.5	1445.3	1965.3	1338.9
1419686_at	745	999.9	808.6	681	771.7	820.1
1419687_at	2106	2130.8	2064.2	2563.1	2646.4	2022.3
1419688_at	945.8	981.5	888.1	878.5	785.8	793.3
1419689_at	479.9	374.6	556.7	835.5	276.8	392.3
1419690_at	888.4	730.1	1195.3	787.8	961.8	1000.3
1419691_at	115.5	202.7	37.1	497.9	224.7	400
1419692_a_at	220.3	564.2	153.1	310.6	482.9	285.1
1419693_at	1815.9	1374.8	1736.8	1422.6	1895.6	1749
1419694_at	13.8	59.8	24	37.4	34.3	160.6
1419695_at	50.3	73.5	15	47.6	57.8	66.9
1419696_at	43.4	67.6	43.5	72.3	36.4	42.7
1419697_at	365.2	425.4	408.8	287.2	257.2	353.2
1419698_at	91.9	105.1	88.9	65.1	123.6	107.5
1419699_at	124.1	448.8	247.6	296.6	40.7	346
1419700_a_at	1211.5	1183.2	1097.8	1352.2	1661.2	1796.6
1419701_s_at	193.8	406.4	369.9	586.4	784.5	618.7
1419702_at	869.9	1253.4	914.3	960.3	953.7	1081.2
1419703_at	2771.7	2744.2	3048.6	3574.7	4309.2	5593.5
1419704_at	44.5	15.4	18.9	108.5	111	51.7
1419705_at	122.3	260.9	89	97.3	109.1	123.3
1419706_a_at	4623.2	5035.8	6078.9	7988.4	8522.8	10550
1419707_at	65.8	66.9	10.7	161.8	80.6	126.3
1419708_at	1601.6	1864.2	1658.2	2015.7	1702.5	1801.5
1419709_at	89010.4	97694.3	91471	84273.7	88713.8	78502.7
1419710_at	2149.4	2336.7	1684.7	1815.8	1593.4	2092.7
1419711_at	64.7	54.1	58.5	72.5	53.5	56.3
1419712_at	525	42.4	442.4	531.2	508	406.1
1419713_at	97.8	191.4	127.9	198.8	147.8	216.4
1419714_at	397.5	367.8	269.5	546.5	224.1	353.3
1419715_at	63.7	91.5	76	41	57.7	13.4
1419716_a_at	1218.1	1494.2	1430.8	1227.4	1143.7	1410.4
1419717_at	471.4	164.5	291.7	406.7	524.9	831.6
1419718_at	13.5	54.4	54.7	200.3	17.8	70.2
1419719_at	40	170.7	67.7	24.9	54.5	211.5
1419720_at	46.8	72.8	58.7	233.5	82.2	17.8
1419721_at	2684.8	2623.1	2556.8	1068.5	725.5	870.5
1419722_at	9022.1	7825.1	6909.2	13894	11658.9	6891.6
1419723_at	49.3	64.4	49.3	31.5	30.8	47.2
1419724_at	479.2	140.1	605.7	397	543.8	632.1
1419725_at	85.3	169.4	53.1	76.4	36.2	110
1419726_at	21.6	93.2	27.7	12.2	21.4	127.8
1419727_at	8.7	15.5	23.7	10.6	8.1	79.9
1419728_at	18.1	20.6	80.5	88.1	59.1	9.6
1419729_at	95.9	96.1	14.5	6.5	17.5	6.7
1419730_at	466.4	746	665.9	429.2	651.1	967.9
1419731_at	2682.1	2734	2450.2	11986.5	17940.2	16977.7
1419732_at	420.8	517.6	657.2	612.7	993.8	723.3
1419733_at	90.6	62.5	6.6	63.1	146	13.5
1419734_at	4419.5	4728.4	3461.9	5088.7	7769.9	3362
1419735_at	124.4	45.1	161	265.8	48.8	15.4
1419736_a_at	14087.9	12199.5	14807.8	16119.6	16862.9	14279.9
1419737_a_at	54630.2	54819.1	52474.2	54241.8	48085.6	47142.4
1419738_a_at	23544.6	28605.1	24069.7	14539	18090.7	15527.3
1419739_at	2487.9	2375.1	2240.5	3141.2	2866.1	3690.5
1419740_at	29.7	151.5	32.2	22.8	15.4	83.3
1419741_at	2903.7	5803.8	3643.5	2833.3	4924.3	3633.9
1419742_at	600.2	788.1	440.5	601.6	661.2	658.3
1419743_s_at	6595	6840	7185.9	6118.9	7090.6	7227.8
1419744_at	369.7	98.8	374.3	234.6	184.1	436.3
1419745_at	2399.7	2441.4	2155	2393.4	2334.3	2094.2
1419746_at	30.9	85.1	64.3	52.1	55.6	20.9
1419747_at	307.9	372.8	249.5	217	335.8	302.9
1419748_at	52.7	136.1	216.4	147.6	114.3	311.9
1419749_at	1142.3	1480.2	1212.8	1100.5	1288.9	1389.5
1419750_at	115.4	56.8	96.2	25	40.4	148.4
1419751_x_at	27.8	8.9	3.4	3.7	6.8	5.2
1419752_at	2586.9	2780.1	2149.3	1476.4	1488.2	1735.9
1419753_at	1223.8	1754.8	1250.7	1133.8	1146.8	1082.3
1419754_at	2267.7	2311.7	1941.8	1276.2	1432.7	1478.5
1419755_at	161.9	257.8	205.2	145	288.8	245.5
1419756_at	40.4	26.1	121.5	22.7	19.3	22.7
1419757_at	935.7	1331.8	941.7	1481	1658.9	1540.3
1419758_at	201.8	389.3	333.7	277.7	154.2	287.1
1419759_at	517.3	341.6	566.9	427.5	235.5	435.4
1419760_a_at	902.9	823.4	950.3	912.7	1052.2	1181.2
1419761_a_at	1107.7	962.8	1087	1235.9	1369.8	1238.2
1419762_at	177.2	213.7	82.3	96.3	41.1	148.1
1419763_at	273.5	357.7	271.3	323.1	351.7	313.4
1419764_at	133.4	116.8	7.4	7.1	15.9	48.9
1419765_at	547.2	616.3	473	698.5	502.8	619.3
1419766_at	237.2	444.3	405.5	642.2	203.2	506.1
1419767_at	405.8	436.8	450.4	385.3	182.7	454.6
1419768_at	356.5	392.8	122.3	529.6	129	307
1419769_at	23.4	46.2	13.1	57.2	22.5	13.9
1419770_at	22.1	91.3	59.1	141.4	166.6	165.1
1419771_at	50	31.5	11.2	149.6	80.2	11.4
1419772_at	128	26.4	49.9	87.8	137.6	28.6
1419773_at	324.4	265.9	201	266.3	249.8	187.9
1419774_at	116.3	46.1	161.7	137.9	154.4	154.7
1419775_at	39.2	254.9	116	49.7	210.2	12.9
1419776_at	160	333.8	323.8	73.8	26.1	144.4
1419777_at	181.4	156.2	45.3	126.6	9.6	162.4
1419778_at	151.5	359.4	110.3	81.7	127.5	170.3
1419779_at	35.5	241.1	87.3	163.6	132.2	17.2
1419780_at	23.6	59.4	41	53	52.2	22.6
1419781_at	17.2	18.7	11.4	27	26.8	15.8
1419782_at	40.9	44.5	27.5	18.2	10	31.2
1419783_at	105.1	22.1	18.9	35.6	141.6	20.2
1419784_x_at	16	314.2	152.7	224.2	42.2	142.3
1419785_at	15.4	33.3	18.4	27.1	79.3	16.7
1419786_at	22.7	76.8	114.5	41.9	182.3	62.6
1419787_a_at	1331.8	1352.7	1345	1051.3	1652	1863.3
1419788_at	60	63.7	26	124.8	163.8	50
1419789_at	29.7	213.4	141.6	38.2	163.5	33.6
1419790_at	39.2	81.4	135.9	92.9	205.7	47.4
1419791_at	21.3	40.8	28.9	40	28.9	23.9
1419792_at	2.4	61.5	98.8	75.1	13.1	37.1
1419793_at	226	122.4	111.7	54.5	95.9	73.4
1419794_at	99.1	346.9	27.9	195.1	19.7	32.3
1419795_at	38	56.7	50.6	143.5	81.4	33.3
1419796_at	64	86.2	37.5	125.2	82.9	33
1419797_at	78.6	221.2	11.3	38	4.8	63.1
1419798_at	697	590	916.4	457.5	587.9	487.9
1419799_at	67.3	42.2	27.3	36.8	20.5	115.6
1419800_at	95.3	31.8	86	122.9	108.6	141.9
1419801_x_at	139.4	8.8	47.7	22.5	18.2	6.9
1419802_at	814	955.9	609.3	828.7	711.7	906.6
1419803_s_at	5358.9	5417.7	5908.3	6348.3	7311.8	6743.1
1419804_at	10.1	48.2	33.8	28.6	33.4	28.7
1419805_s_at	998.2	1314.5	1052.2	1519.2	1193	1161.5
